# NOTICE: This dataset is synthetic development data and is not representative of real-world candidate populations.
sample_id,topic,question_difficulty,difficulty_numeric,attempt_number,technical_score,relevance_score,completeness_score,clarity_score,communication_score,answer_length,keyword_coverage,previous_score,average_previous_score,topic_accuracy,composite_score,readiness_label
1016,System Design,Medium,2,5,54.36,57.06,62.2,52.48,64.99,41,0.572,49.6,51.98,54.77,57.35,Needs Improvement
1017,Machine Learning & AI,Medium,2,3,45.61,37.49,45.14,70.95,81.13,50,0.542,53.85,49.73,45.52,49.44,Needs Improvement
1018,Cloud & DevOps,Hard,3,3,50.72,62.84,44.67,41.18,51.39,80,0.249,49.42,50.07,53.83,47.52,Needs Improvement
1019,Machine Learning & AI,Medium,2,2,56.12,67.89,57.01,48.2,48.42,52,0.365,63.13,59.63,52.35,54.97,Needs Improvement
1020,System Design,Medium,2,2,52.03,56.72,53.69,58.34,62.07,65,0.5,50.02,51.02,45.26,54.08,Needs Improvement
1021,Cloud & DevOps,Hard,3,5,20.0,25.0,20.0,25.48,32.35,45,0.24,20.0,20.0,34.12,22.32,Needs Improvement
1022,Python & OOP,Medium,2,5,35.41,36.5,43.57,38.68,41.95,45,0.199,26.31,30.86,30.99,36.71,Needs Improvement
1023,Python & OOP,Easy,1,3,37.58,36.1,25.96,48.73,47.96,23,0.262,34.28,35.93,45.35,34.95,Needs Improvement
1024,Machine Learning & AI,Medium,2,3,57.31,65.99,47.12,51.82,47.88,56,0.487,58.66,57.98,59.81,54.18,Needs Improvement
1025,Machine Learning & AI,Easy,1,5,27.34,25.0,20.0,34.25,46.72,19,0.301,36.69,32.02,22.14,27.09,Needs Improvement
1026,SQL & DBMS,Medium,2,1,67.06,82.97,64.97,83.07,90.34,49,0.693,57.62,62.34,54.76,71.92,Almost Ready
1027,Python & OOP,Easy,1,5,26.16,25.0,20.0,33.97,40.95,58,0.274,20.0,23.08,21.25,26.09,Needs Improvement
1028,Cloud & DevOps,Medium,2,4,50.98,43.71,43.66,70.79,72.83,83,0.519,50.4,50.69,48.31,51.22,Needs Improvement
1029,Python & OOP,Medium,2,1,93.28,96.28,100.0,93.61,98.63,113,0.835,89.88,91.58,87.99,94.73,Interview Ready
1030,SQL & DBMS,Hard,3,1,34.48,36.73,54.98,47.23,40.12,54,0.308,20.0,27.24,34.45,41.13,Needs Improvement
1031,Generative AI & RAG,Medium,2,3,41.64,51.69,28.12,51.06,54.95,37,0.302,44.65,43.14,38.21,40.23,Needs Improvement
1032,Generative AI & RAG,Medium,2,3,64.49,64.19,64.76,76.69,82.66,94,0.661,55.23,59.86,61.77,66.8,Almost Ready
1033,Cloud & DevOps,Medium,2,2,62.06,75.04,44.76,70.3,77.66,97,0.331,66.64,64.35,67.25,58.39,Almost Ready
1034,SQL & DBMS,Medium,2,5,34.8,29.59,30.22,25.0,30.0,38,0.1,35.2,35.0,41.5,29.18,Needs Improvement
1035,System Design,Easy,1,3,62.22,51.83,48.17,72.41,72.07,88,0.68,76.75,69.49,65.02,59.23,Almost Ready
1036,Generative AI & RAG,Medium,2,5,66.42,67.13,69.87,64.39,70.2,42,0.508,70.29,68.35,71.83,65.81,Almost Ready
1037,Machine Learning & AI,Medium,2,1,52.78,54.63,48.07,51.68,60.21,88,0.367,60.39,56.58,58.94,50.53,Needs Improvement
1038,Python & OOP,Hard,3,4,29.92,25.0,33.16,36.97,35.48,47,0.15,20.0,24.96,25.32,29.48,Needs Improvement
1039,SQL & DBMS,Medium,2,2,25.92,28.78,22.66,28.85,30.0,29,0.206,34.73,30.32,20.49,25.5,Needs Improvement
1040,Cloud & DevOps,Easy,1,2,72.11,72.44,83.13,62.22,61.86,73,0.52,76.29,74.2,70.64,71.41,Almost Ready
1041,Python & OOP,Easy,1,5,71.55,74.04,47.38,65.39,65.93,96,0.632,61.85,66.7,69.96,64.15,Almost Ready
1042,Generative AI & RAG,Hard,3,1,91.02,94.78,76.62,85.06,76.23,98,0.807,77.36,84.19,97.01,85.62,Interview Ready
1043,Generative AI & RAG,Easy,1,5,44.64,50.37,46.89,38.06,47.71,62,0.343,39.39,42.01,42.54,44.53,Needs Improvement
1044,Python & OOP,Medium,2,3,61.32,61.26,51.67,76.02,79.72,106,0.636,63.38,62.35,61.64,61.52,Almost Ready
1045,SQL & DBMS,Medium,2,1,62.83,59.13,74.04,53.69,57.93,46,0.599,63.56,63.2,68.13,63.63,Almost Ready
1046,System Design,Hard,3,4,40.19,46.66,26.36,43.93,48.17,41,0.364,44.95,42.57,42.51,38.09,Needs Improvement
1047,Cloud & DevOps,Easy,1,4,51.2,52.36,60.6,68.36,76.49,51,0.604,58.64,54.92,50.6,57.62,Needs Improvement
1048,SQL & DBMS,Hard,3,4,23.88,39.16,30.79,25.0,30.0,41,0.232,20.0,21.94,26.15,28.25,Needs Improvement
1049,Python & OOP,Medium,2,2,65.8,68.22,64.94,76.88,75.96,111,0.689,62.01,63.9,70.12,67.87,Almost Ready
1050,Machine Learning & AI,Medium,2,3,72.19,67.22,60.42,61.5,66.08,73,0.618,80.25,76.22,82.11,66.09,Almost Ready
1051,Generative AI & RAG,Easy,1,4,38.42,43.76,50.14,52.49,59.56,66,0.343,45.67,42.05,39.94,44.2,Needs Improvement
1052,SQL & DBMS,Hard,3,3,29.3,41.07,29.07,26.61,37.19,42,0.13,20.0,24.65,24.57,29.51,Needs Improvement
1053,Cloud & DevOps,Hard,3,5,49.63,50.43,41.12,70.58,69.25,73,0.438,69.07,59.35,46.02,50.12,Needs Improvement
1054,Machine Learning & AI,Medium,2,3,72.71,74.83,68.38,78.95,78.97,100,0.691,82.87,77.79,68.87,72.52,Almost Ready
1055,SQL & DBMS,Hard,3,5,38.28,41.89,49.17,50.0,49.68,86,0.42,36.21,37.24,35.81,43.66,Needs Improvement
1056,SQL & DBMS,Medium,2,5,48.27,55.14,44.91,53.51,60.21,59,0.605,38.76,43.52,51.4,50.8,Needs Improvement
1057,Machine Learning & AI,Medium,2,3,43.37,37.82,35.62,59.71,54.3,55,0.582,48.88,46.12,38.37,44.26,Needs Improvement
1058,Generative AI & RAG,Easy,1,5,50.6,58.91,61.09,41.14,41.24,55,0.317,45.75,48.18,49.07,51.17,Needs Improvement
1059,System Design,Easy,1,5,75.02,88.51,65.57,55.83,50.25,49,0.537,86.31,80.67,72.78,69.39,Almost Ready
1060,Generative AI & RAG,Medium,2,2,61.44,70.1,61.06,50.95,56.56,45,0.483,54.21,57.83,59.06,60.04,Almost Ready
1061,Cloud & DevOps,Medium,2,3,55.25,57.25,65.63,57.42,62.84,45,0.432,63.7,59.48,60.6,57.54,Needs Improvement
1062,Machine Learning & AI,Hard,3,5,52.99,58.12,59.52,60.2,76.83,48,0.305,38.88,45.94,41.52,55.06,Needs Improvement
1063,Python & OOP,Easy,1,5,68.45,61.07,60.88,82.67,83.33,50,0.72,76.84,72.65,65.23,67.97,Almost Ready
1064,Generative AI & RAG,Easy,1,1,58.09,56.56,52.44,64.54,67.12,35,0.367,44.32,51.21,56.12,55.41,Needs Improvement
1065,Cloud & DevOps,Hard,3,5,64.54,60.32,48.56,62.44,65.84,72,0.708,61.44,62.99,65.87,60.39,Almost Ready
1066,Machine Learning & AI,Medium,2,3,37.02,34.27,52.9,25.0,30.0,23,0.287,27.96,32.49,38.34,38.19,Needs Improvement
1067,Cloud & DevOps,Medium,2,1,38.45,39.12,42.46,53.61,53.46,60,0.2,40.57,39.51,36.13,39.97,Needs Improvement
1068,Cloud & DevOps,Medium,2,3,31.97,38.6,40.15,28.75,30.74,46,0.312,38.84,35.4,24.11,34.55,Needs Improvement
1069,Machine Learning & AI,Hard,3,5,50.21,48.64,32.01,56.4,61.47,48,0.207,35.86,43.03,60.22,43.65,Needs Improvement
1070,Cloud & DevOps,Medium,2,5,42.5,43.41,45.98,36.02,46.96,91,0.406,33.12,37.81,43.21,42.89,Needs Improvement
1071,SQL & DBMS,Medium,2,2,70.72,75.91,76.12,59.6,58.18,83,0.53,63.02,66.87,73.44,69.34,Almost Ready
1072,Machine Learning & AI,Hard,3,3,43.97,48.43,34.39,40.35,44.31,36,0.346,29.99,36.98,42.53,40.96,Needs Improvement
1073,Python & OOP,Easy,1,5,75.36,80.27,75.08,75.06,77.5,69,0.828,63.97,69.67,72.09,76.85,Almost Ready
1074,Python & OOP,Medium,2,2,61.02,60.08,65.19,56.08,62.84,51,0.467,68.6,64.81,52.66,60.08,Almost Ready
1075,Python & OOP,Medium,2,5,72.13,84.14,59.62,83.34,80.91,80,0.595,85.07,78.6,74.25,71.1,Almost Ready
1076,SQL & DBMS,Medium,2,5,43.22,46.53,43.37,48.71,48.31,56,0.485,48.34,45.78,45.05,45.09,Needs Improvement
1077,Python & OOP,Easy,1,5,63.22,71.58,65.85,66.23,76.56,67,0.704,67.56,65.39,63.32,66.82,Almost Ready
1078,Cloud & DevOps,Medium,2,3,70.76,83.09,67.53,77.6,88.15,59,0.64,59.45,65.1,64.31,72.68,Almost Ready
1079,Python & OOP,Easy,1,3,45.66,41.77,31.27,45.8,49.95,101,0.358,42.24,43.95,46.68,40.72,Needs Improvement
1080,Python & OOP,Medium,2,2,74.76,79.72,82.3,67.37,67.86,88,0.627,64.19,69.47,70.36,75.1,Almost Ready
1081,Machine Learning & AI,Medium,2,5,45.29,54.88,46.89,37.44,38.12,41,0.439,35.75,40.52,54.94,45.84,Needs Improvement
1082,Generative AI & RAG,Easy,1,5,63.1,70.11,49.1,73.02,65.59,67,0.415,56.42,59.76,85.5,59.61,Almost Ready
1083,Machine Learning & AI,Hard,3,1,64.17,78.46,76.67,47.22,42.56,44,0.4,67.4,65.78,60.75,64.25,Almost Ready
1084,Python & OOP,Medium,2,4,59.9,62.89,61.82,68.45,69.35,92,0.361,54.23,57.06,54.65,59.77,Almost Ready
1085,SQL & DBMS,Medium,2,3,66.28,70.6,66.08,74.12,68.73,85,0.472,73.29,69.79,62.38,65.88,Almost Ready
1086,System Design,Medium,2,1,75.19,81.55,72.47,79.1,85.13,50,0.55,87.07,81.13,74.44,74.34,Almost Ready
1087,Generative AI & RAG,Medium,2,5,36.9,36.51,34.71,51.03,43.48,54,0.328,30.42,33.66,37.57,37.62,Needs Improvement
1088,SQL & DBMS,Hard,3,1,77.93,75.15,74.67,66.67,65.02,50,0.574,84.58,81.25,83.43,72.87,Almost Ready
1089,Cloud & DevOps,Medium,2,4,24.38,25.0,20.0,41.28,41.05,73,0.282,20.44,22.41,20.0,26.28,Needs Improvement
1090,Cloud & DevOps,Hard,3,2,45.13,53.96,36.52,42.42,50.06,34,0.298,30.96,38.05,48.04,42.74,Needs Improvement
1091,System Design,Hard,3,1,25.08,34.73,20.0,38.94,53.3,19,0.243,52.57,38.83,26.13,27.97,Needs Improvement
1092,Generative AI & RAG,Easy,1,3,92.42,94.69,86.74,90.82,99.88,86,0.66,100.0,96.21,90.16,88.91,Interview Ready
1093,SQL & DBMS,Easy,1,4,43.57,37.25,43.95,54.46,56.94,85,0.382,49.75,46.66,45.09,43.94,Needs Improvement
1094,SQL & DBMS,Medium,2,3,57.7,60.55,55.78,54.48,57.75,61,0.269,65.83,61.76,56.2,54.25,Needs Improvement
1095,SQL & DBMS,Medium,2,3,31.21,25.0,24.41,47.21,49.76,14,0.132,21.88,26.55,27.85,29.3,Needs Improvement
1096,Python & OOP,Medium,2,2,47.61,53.45,44.07,50.79,52.23,66,0.54,33.55,40.58,50.22,48.79,Needs Improvement
1097,Cloud & DevOps,Easy,1,3,57.36,57.97,59.58,68.39,67.76,82,0.516,45.1,51.23,64.19,59.05,Almost Ready
1098,Python & OOP,Medium,2,2,20.0,25.0,23.3,34.45,44.08,19,0.143,24.96,22.48,20.0,23.65,Needs Improvement
1099,Cloud & DevOps,Easy,1,2,31.13,33.2,30.84,37.64,43.91,33,0.426,30.26,30.69,26.23,33.8,Needs Improvement
1100,Generative AI & RAG,Medium,2,2,85.56,93.48,73.04,85.39,83.93,75,0.595,98.23,91.89,83.63,80.92,Interview Ready
1101,Machine Learning & AI,Medium,2,5,36.45,39.56,30.86,49.74,58.97,49,0.464,51.75,44.1,33.39,38.97,Needs Improvement
1102,Machine Learning & AI,Easy,1,5,66.94,74.88,63.09,72.79,81.64,99,0.651,56.41,61.68,56.5,68.31,Almost Ready
1103,SQL & DBMS,Medium,2,2,41.06,42.24,26.97,39.97,36.57,43,0.411,38.36,39.71,37.79,37.38,Needs Improvement
1104,Cloud & DevOps,Easy,1,3,78.29,79.29,72.29,81.85,81.88,90,0.723,74.02,76.16,79.94,76.88,Almost Ready
1105,Python & OOP,Medium,2,2,22.78,25.0,26.31,30.58,30.0,75,0.242,20.0,21.39,25.26,25.28,Needs Improvement
1106,Machine Learning & AI,Medium,2,4,34.46,38.74,36.17,41.27,32.33,53,0.264,27.38,30.92,43.61,35.3,Needs Improvement
1107,Machine Learning & AI,Medium,2,3,42.81,54.21,42.91,30.26,48.77,45,0.213,34.14,38.47,49.41,41.43,Needs Improvement
1108,Generative AI & RAG,Medium,2,5,44.26,52.56,46.57,36.56,39.67,33,0.392,38.4,41.33,50.86,44.58,Needs Improvement
1109,Python & OOP,Medium,2,3,38.16,37.07,23.84,39.66,32.67,43,0.379,67.52,52.84,44.53,34.27,Needs Improvement
1110,Generative AI & RAG,Medium,2,3,36.08,31.81,36.88,42.04,44.45,49,0.249,51.97,44.03,30.57,35.54,Needs Improvement
1111,Machine Learning & AI,Hard,3,3,40.27,41.67,41.06,32.07,38.54,65,0.23,31.56,35.91,36.96,38.05,Needs Improvement
1112,Machine Learning & AI,Medium,2,4,58.7,63.48,56.28,44.23,41.38,91,0.478,47.99,53.34,65.98,55.4,Needs Improvement
1113,Generative AI & RAG,Easy,1,2,47.34,34.93,49.4,56.01,62.04,55,0.537,40.51,43.92,44.75,48.23,Needs Improvement
1114,Machine Learning & AI,Hard,3,1,35.89,45.08,20.0,50.17,51.14,33,0.172,42.96,39.43,31.39,33.62,Needs Improvement
1115,Machine Learning & AI,Medium,2,4,39.13,43.22,20.0,46.88,49.47,71,0.61,29.63,34.38,46.62,38.43,Needs Improvement
1116,Generative AI & RAG,Medium,2,5,78.61,86.24,82.09,80.79,81.11,117,0.796,79.33,78.97,82.1,81.06,Interview Ready
1117,Machine Learning & AI,Hard,3,5,20.0,25.0,28.53,25.0,32.79,14,0.169,20.0,20.0,22.03,23.72,Needs Improvement
1118,Generative AI & RAG,Easy,1,1,34.03,43.1,37.53,32.78,35.55,57,0.231,37.75,35.89,27.28,35.12,Needs Improvement
1119,System Design,Medium,2,4,24.59,25.0,20.0,32.73,42.45,83,0.189,42.46,33.53,22.64,24.64,Needs Improvement
1120,System Design,Medium,2,3,44.69,51.75,45.49,61.71,70.55,41,0.542,34.43,39.56,49.14,49.89,Needs Improvement
1121,Machine Learning & AI,Medium,2,4,78.52,80.82,80.95,77.24,77.31,89,0.769,90.15,84.34,78.7,79.12,Interview Ready
1122,Python & OOP,Hard,3,2,46.24,49.83,51.5,58.07,52.07,43,0.408,40.59,43.42,49.39,49.02,Needs Improvement
1123,Python & OOP,Medium,2,2,27.05,34.34,20.0,41.71,45.83,55,0.191,20.0,23.52,27.21,27.99,Needs Improvement
1124,System Design,Hard,3,5,77.44,79.31,77.19,84.71,77.91,83,0.805,65.7,71.57,75.08,78.71,Interview Ready
1125,SQL & DBMS,Medium,2,3,52.7,61.62,45.02,49.03,52.89,66,0.323,67.64,60.17,52.69,49.72,Needs Improvement
1126,Cloud & DevOps,Easy,1,5,42.51,39.28,45.49,41.97,42.59,41,0.355,45.02,43.76,45.67,42.02,Needs Improvement
1127,SQL & DBMS,Medium,2,1,70.14,73.26,67.05,81.34,91.94,42,0.622,70.21,70.18,71.4,71.25,Almost Ready
1128,SQL & DBMS,Easy,1,1,63.84,65.03,54.89,68.35,69.04,99,0.506,55.51,59.67,72.75,61.16,Almost Ready
1129,System Design,Medium,2,1,64.85,67.06,50.61,63.8,73.05,60,0.511,71.21,68.03,76.31,60.55,Almost Ready
1130,SQL & DBMS,Hard,3,3,72.55,81.99,71.04,91.06,87.87,75,0.756,60.58,66.57,80.92,76.51,Almost Ready
1131,Generative AI & RAG,Medium,2,5,71.67,68.97,53.94,64.27,68.28,77,0.652,54.33,63.0,69.51,65.27,Almost Ready
1132,Machine Learning & AI,Hard,3,2,68.06,74.9,57.57,79.78,75.77,85,0.645,71.01,69.54,63.47,67.67,Almost Ready
1133,Python & OOP,Medium,2,5,58.91,60.66,58.72,63.08,70.85,50,0.629,65.72,62.32,64.97,60.53,Almost Ready
1134,Machine Learning & AI,Hard,3,3,86.54,90.48,90.17,83.13,80.82,93,0.691,93.31,89.92,82.42,85.66,Interview Ready
1135,System Design,Easy,1,5,94.03,97.69,100.0,79.11,72.22,105,0.882,100.0,97.01,91.16,92.91,Interview Ready
1136,Cloud & DevOps,Medium,2,3,40.64,43.51,30.31,32.0,30.0,29,0.225,60.48,50.56,36.64,35.28,Needs Improvement
1137,Generative AI & RAG,Medium,2,4,35.89,32.34,46.41,43.71,53.86,35,0.308,37.86,36.87,36.85,39.16,Needs Improvement
1138,System Design,Hard,3,2,26.72,25.0,32.22,25.0,30.0,46,0.31,26.44,26.58,26.56,28.25,Needs Improvement
1139,SQL & DBMS,Medium,2,5,60.64,62.15,55.24,58.44,55.26,57,0.482,60.69,60.67,73.63,57.79,Needs Improvement
1140,Python & OOP,Easy,1,3,31.77,32.12,29.92,37.47,37.6,50,0.355,42.46,37.12,36.58,32.59,Needs Improvement
1141,Python & OOP,Easy,1,2,81.51,86.02,86.97,83.15,87.8,111,0.704,80.09,80.8,77.12,82.92,Interview Ready
1142,System Design,Hard,3,1,50.47,48.46,31.98,43.9,52.63,67,0.365,46.31,48.39,48.53,43.6,Needs Improvement
1143,SQL & DBMS,Easy,1,3,61.79,59.76,61.49,73.91,74.06,61,0.765,53.41,57.6,61.97,64.7,Almost Ready
1144,System Design,Medium,2,5,44.48,46.7,40.85,71.39,80.2,50,0.41,57.4,50.94,46.96,48.03,Needs Improvement
1145,Generative AI & RAG,Medium,2,2,46.03,46.17,50.36,43.77,33.77,67,0.529,55.83,50.93,42.59,46.98,Needs Improvement
1146,Cloud & DevOps,Medium,2,4,44.59,56.02,40.04,56.45,62.38,43,0.45,46.33,45.46,44.3,47.29,Needs Improvement
1147,System Design,Easy,1,3,20.0,25.0,20.0,25.0,30.0,26,0.119,20.0,20.0,24.11,20.94,Needs Improvement
1148,Generative AI & RAG,Easy,1,5,53.37,48.27,51.65,69.19,72.26,59,0.497,44.39,48.88,50.03,54.33,Needs Improvement
1149,Cloud & DevOps,Medium,2,4,28.25,27.27,33.79,33.47,38.19,38,0.421,22.91,25.58,30.37,31.89,Needs Improvement
1150,System Design,Easy,1,5,89.36,92.26,82.5,81.26,78.33,105,0.726,83.06,86.21,80.45,85.05,Interview Ready
1151,Generative AI & RAG,Easy,1,5,47.92,46.15,55.97,60.92,67.74,84,0.408,44.51,46.22,44.86,51.25,Needs Improvement
1152,SQL & DBMS,Medium,2,3,80.28,77.44,70.2,63.87,73.99,39,0.663,74.21,77.25,85.18,73.99,Almost Ready
1153,Machine Learning & AI,Hard,3,5,69.48,93.82,70.65,74.22,81.61,76,0.621,72.47,70.97,63.33,73.76,Almost Ready
1154,Machine Learning & AI,Medium,2,1,34.17,34.48,35.75,42.36,42.59,62,0.237,20.76,27.47,27.08,34.81,Needs Improvement
1155,System Design,Medium,2,3,66.05,62.43,66.43,67.57,66.83,85,0.609,66.97,66.51,70.45,65.27,Almost Ready
1156,System Design,Easy,1,3,75.83,75.69,78.41,74.69,80.87,55,0.737,71.56,73.69,70.33,76.38,Almost Ready
1157,SQL & DBMS,Easy,1,4,21.08,25.0,20.0,27.64,36.1,41,0.1,20.0,20.54,20.0,21.7,Needs Improvement
1158,System Design,Medium,2,1,67.46,73.16,50.78,70.89,74.53,79,0.601,59.91,63.68,60.53,64.1,Almost Ready
1159,Python & OOP,Easy,1,5,55.36,56.95,53.86,51.07,48.8,42,0.369,60.67,58.01,54.32,52.62,Needs Improvement
1160,Machine Learning & AI,Medium,2,3,65.87,65.06,83.03,79.09,70.6,49,0.6,65.98,65.93,65.67,71.01,Almost Ready
1161,Machine Learning & AI,Hard,3,1,45.45,44.94,59.38,51.97,56.38,67,0.368,57.97,51.71,53.41,49.19,Needs Improvement
1162,Python & OOP,Easy,1,1,61.29,58.79,56.82,58.34,58.12,101,0.536,61.98,61.63,66.79,58.57,Almost Ready
1163,Cloud & DevOps,Easy,1,2,42.22,48.4,24.56,55.83,55.31,67,0.553,55.76,48.99,47.5,42.05,Needs Improvement
1164,Python & OOP,Hard,3,1,67.45,72.83,60.15,72.0,75.88,80,0.416,66.77,67.11,63.28,64.72,Almost Ready
1165,System Design,Easy,1,5,53.51,50.26,37.62,66.61,69.33,71,0.431,38.87,46.19,58.32,50.11,Needs Improvement
1166,Generative AI & RAG,Hard,3,5,33.68,34.91,35.21,49.56,50.93,39,0.425,27.01,30.35,29.11,37.58,Needs Improvement
1167,Cloud & DevOps,Easy,1,3,20.0,25.0,20.0,27.23,42.58,28,0.1,25.2,22.6,20.0,21.6,Needs Improvement
1168,Machine Learning & AI,Hard,3,2,100.0,95.9,100.0,79.66,72.27,54,0.787,90.71,95.36,99.31,93.84,Interview Ready
1169,Cloud & DevOps,Medium,2,1,70.63,72.86,71.84,52.02,60.84,40,0.548,84.53,77.58,69.26,67.34,Almost Ready
1170,Cloud & DevOps,Medium,2,1,56.84,59.73,52.3,70.89,80.91,100,0.49,53.25,55.05,53.94,57.97,Needs Improvement
1171,Machine Learning & AI,Easy,1,4,60.8,54.65,45.95,32.43,30.0,48,0.339,49.41,55.11,56.38,49.1,Needs Improvement
1172,System Design,Medium,2,2,63.56,68.13,41.51,75.19,81.9,57,0.476,46.59,55.08,56.35,59.22,Almost Ready
1173,Cloud & DevOps,Medium,2,4,30.43,44.22,20.0,39.89,37.69,16,0.366,34.69,32.56,27.0,31.82,Needs Improvement
1174,Generative AI & RAG,Medium,2,4,45.19,48.37,43.62,42.03,37.87,50,0.213,43.95,44.57,40.58,42.2,Needs Improvement
1175,SQL & DBMS,Medium,2,3,45.65,63.56,52.38,54.0,60.07,56,0.336,43.24,44.45,47.02,50.37,Needs Improvement
1176,Python & OOP,Medium,2,1,46.29,50.75,40.78,67.84,76.02,93,0.411,38.44,42.37,38.68,48.7,Needs Improvement
1177,Python & OOP,Medium,2,1,57.25,62.03,54.7,58.94,70.48,75,0.483,55.8,56.53,56.92,57.26,Needs Improvement
1178,Generative AI & RAG,Medium,2,4,49.92,57.43,45.44,34.04,37.31,45,0.388,56.38,53.15,53.24,46.59,Needs Improvement
1179,System Design,Medium,2,4,48.49,42.03,50.5,63.11,73.82,56,0.433,47.64,48.06,51.01,50.23,Needs Improvement
1180,Generative AI & RAG,Medium,2,4,36.08,41.22,21.58,59.93,59.41,21,0.59,30.87,33.48,35.82,39.07,Needs Improvement
1181,Cloud & DevOps,Medium,2,3,66.04,64.47,70.31,71.26,70.35,81,0.472,80.54,73.29,65.48,65.73,Almost Ready
1182,Python & OOP,Hard,3,1,34.86,39.67,26.31,28.46,36.69,8,0.156,48.69,41.77,32.57,30.97,Needs Improvement
1183,Cloud & DevOps,Medium,2,3,51.89,51.24,48.94,55.04,49.58,62,0.539,33.9,42.89,49.09,51.46,Needs Improvement
1184,Machine Learning & AI,Medium,2,1,73.04,72.34,75.33,81.71,83.32,54,0.69,51.09,62.07,70.17,74.49,Almost Ready
1185,SQL & DBMS,Easy,1,5,51.56,55.84,53.36,58.55,64.61,30,0.479,53.86,52.71,57.4,53.64,Needs Improvement
1186,System Design,Medium,2,1,55.2,51.34,44.2,44.63,59.26,58,0.48,54.42,54.81,55.92,50.3,Needs Improvement
1187,Python & OOP,Hard,3,5,64.24,71.48,41.59,78.09,72.93,74,0.673,59.97,62.11,62.09,61.79,Almost Ready
1188,Machine Learning & AI,Easy,1,5,21.23,25.05,20.0,30.27,34.64,50,0.231,21.24,21.23,24.03,23.26,Needs Improvement
1189,System Design,Medium,2,3,59.95,55.52,46.91,68.53,73.29,58,0.633,68.33,64.14,53.35,57.89,Needs Improvement
1190,Machine Learning & AI,Easy,1,5,56.02,68.07,45.46,43.28,61.62,37,0.495,41.72,48.87,56.55,53.54,Needs Improvement
1191,Generative AI & RAG,Medium,2,2,29.52,32.15,20.0,53.39,42.73,47,0.393,33.1,31.31,27.99,31.56,Needs Improvement
1192,Machine Learning & AI,Medium,2,5,66.58,65.29,56.47,62.93,54.69,101,0.623,82.56,74.57,67.16,62.47,Almost Ready
1193,System Design,Easy,1,3,76.46,78.5,81.53,60.03,57.71,35,0.614,76.08,76.27,69.25,73.94,Almost Ready
1194,Machine Learning & AI,Hard,3,1,80.89,82.63,68.19,66.75,65.82,97,0.668,85.26,83.07,78.66,74.4,Almost Ready
1195,Machine Learning & AI,Easy,1,2,63.73,61.92,62.18,65.95,68.67,61,0.49,66.95,65.34,59.44,62.07,Almost Ready
1196,Cloud & DevOps,Hard,3,5,55.89,71.08,57.97,47.73,57.58,101,0.466,38.57,47.23,58.97,57.02,Needs Improvement
1197,SQL & DBMS,Easy,1,3,52.91,59.24,56.19,53.49,61.69,41,0.457,61.27,57.09,57.89,54.46,Needs Improvement
1198,Generative AI & RAG,Easy,1,1,80.28,82.77,62.42,59.5,61.76,77,0.736,69.89,75.09,77.82,72.52,Almost Ready
1199,SQL & DBMS,Easy,1,3,62.56,68.67,48.12,86.82,100.0,82,0.846,54.52,58.54,53.49,66.37,Almost Ready
1200,Machine Learning & AI,Hard,3,1,57.55,56.31,52.53,42.11,36.11,71,0.214,68.79,63.17,58.89,49.88,Needs Improvement
